country,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,daily_vaccinations,daily_vaccinations_smoothed,daily_people_vaccinated_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,daily_people_vaccinated_smoothed_per_hundred,daily_vaccinations_smoothed_per_million,people_unvaccinated,share_of_boosters,total_vaccinations_interpolated,people_vaccinated_interpolated,people_fully_vaccinated_interpolated,total_boosters_interpolated,total_vaccinations_no_boosters_interpolated,total_vaccinations_no_boosters_per_hundred_interpolated,rolling_vaccinations_6m,rolling_vaccinations_6m_per_hundred,rolling_vaccinations_9m,rolling_vaccinations_9m_per_hundred,rolling_vaccinations_12m,rolling_vaccinations_12m_per_hundred
Angola,07-05-2022,,,,,,20583.88462,10674.92308,,,,,0.029956264,577.6306564,,,18123048.73,12177343.15,6424086.769,395910.6154,17727138.12,,11115699.13,31.19318197,16435225.23,46.12098307,17541272.26,49.22480279
Angola,08-05-2022,,,,,,20583.88462,10674.92308,,,,,0.029956264,577.6306564,,,18143632.62,12188018.08,6432830.385,398275.3077,17745357.31,,11016474.82,30.91473596,16453220.95,46.17148315,17552897.04,49.25742457
Angola,09-05-2022,,,,,,20583.88462,10674.92308,,,,,0.029956264,577.6306564,,,18164216.5,12198693,6441574,400640,17763576.5,,10917250.5,30.63628994,16471216.67,46.22198323,17564521.82,49.29004634
Angola,10-05-2022,,,,,,20583.88462,10674.92308,,,,,0.029956264,577.6306564,,,18184800.38,12209367.92,6450317.615,403004.6923,17781795.69,,10797955.63,30.3015214,16489212.38,46.27248331,17576146.6,49.32266812
Angola,11-05-2022,,,,,,20583.88462,10674.92308,,,,,0.029956264,577.6306564,,,18205384.27,12220042.85,6459061.231,405369.3846,17800014.88,,10678660.77,29.96675285,16505239.13,46.317458,17587771.37,49.3552899
Angola,12-05-2022,,,,,,20583.88462,10674.92308,,,,,0.029956264,577.6306564,,,18225968.15,12230717.77,6467804.846,407734.0769,17818234.08,,10559365.9,29.6319843,16521265.87,46.36243268,17599396.15,49.38791167
Angola,13-05-2022,,,,,,20583.88462,10674.92308,,,,,0.029956264,577.6306564,,,18246552.04,12241392.69,6476548.462,410098.7692,17836453.27,,10440071.04,29.29721576,16537292.61,46.40740737,17610825.04,49.41998373
Angola,14-05-2022,,,,,,20583.88462,10674.92308,,,,,0.029956264,577.6306564,,,18267135.92,12252067.62,6485292.077,412463.4615,17854672.46,,10399869.21,29.18440027,16553319.35,46.45238205,17622253.92,49.45205578
Angola,15-05-2022,,,,,,20583.88462,10674.92308,,,,,0.029956264,577.6306564,,,18287719.81,12262742.54,6494035.692,414828.1538,17872891.65,,10359667.38,29.07158479,16569346.09,46.49735674,17633682.81,49.48412783
Angola,16-05-2022,,,,,,20583.88462,10674.92308,,,,,0.029956264,577.6306564,,,18308303.69,12273417.46,6502779.308,417192.8462,17891110.85,,10319465.55,28.9587693,16585372.84,46.54233143,17645111.69,49.51619988
Angola,17-05-2022,,,,,,20583.88462,10674.92308,,,,,0.029956264,577.6306564,,,18328887.58,12284092.38,6511522.923,419557.5385,17909330.04,,10279263.72,28.84595382,16601399.58,46.58730611,17656540.58,49.54827193
Angola,18-05-2022,,,,,,20583.88462,10674.92308,,,,,0.029956264,577.6306564,,,18349471.46,12294767.31,6520266.538,421922.2308,17927549.23,,10239061.89,28.73313833,16615337.21,46.62641829,17667969.46,49.58034398
Angola,19-05-2022,,,,,,20583.88462,10674.92308,,,,,0.029956264,577.6306564,,,18370055.35,12305442.23,6529010.154,424286.9231,17945768.42,,10198860.06,28.62032285,16629274.85,46.66553046,17663209.01,49.56698508
Angola,20-05-2022,,,,,,20583.88462,10674.92308,,,,,0.029956264,577.6306564,,,18390639.23,12316117.15,6537753.769,426651.6154,17963987.62,,10158658.23,28.50750736,16643212.48,46.70464264,17658448.56,49.55362618
Angola,21-05-2022,,,,,,20583.88462,10674.92308,,,,,0.029956264,577.6306564,,,18411223.12,12326792.08,6546497.385,429016.3077,17982206.81,,9990482.782,28.03556877,16657150.12,46.74375481,17653688.12,49.54026728
Angola,22-05-2022,18431807,12337467,6555241,431381,,20583.88462,10674.92308,51.72384599,34.62174072,18.39549838,1.210553279,0.029956264,577.6306564,23176728.01,,18431807,12337467,6555241,431381,18000426,50.51329271,9822307.333,27.56363018,16660235,46.7524117,17653783.2,49.54053411
Angola,23-05-2022,,,,,,28347.94192,12858.69937,,,,,0.036084437,795.5077772,,,18506739.29,12363428.36,6573528.643,433314.2857,18073425,,9708480.286,27.24420558,16717668.29,46.91358257,17708226.69,49.69331492
Angola,24-05-2022,,,,,,36111.99922,15042.47567,,,,,0.042212611,1013.384898,,,18581671.57,12389389.71,6591816.286,435247.5714,18146424,,9707395.571,27.24116162,16775101.57,47.07475345,17762670.17,49.84609573
Angola,25-05-2022,,,,,,43876.05651,17226.25196,,,,,0.048340784,1231.262019,,,18656603.86,12415351.07,6610103.929,437180.8571,18219423,,9706310.857,27.23811767,16832534.86,47.23592432,17817113.66,49.99887655
Angola,26-05-2022,,,,,,51640.11381,19410.02826,,,,,0.054468958,1449.13914,,,18731536.14,12441312.43,6628391.571,439114.1429,18292422,,9705226.143,27.23507371,16889968.14,47.39709519,17871557.14,50.15165736
Angola,27-05-2022,,,,,,59404.17111,21593.80455,,,,,0.060597131,1667.01626,,,18806468.43,12467273.79,6646679.214,441047.4286,18365421,,9677514.804,27.15730939,16929935.14,47.50925169,17936642.23,50.33430093
Angola,28-05-2022,,,,,,67168.22841,23777.58085,,,,,0.066725304,1884.893381,,,18881400.71,12493235.14,6664966.857,442980.7143,18438420,,9649803.464,27.07954506,16969902.14,47.62140819,18001727.31,50.51694449
Angola,29-05-2022,18956333,,,444914,,74932.28571,25961.35714,53.19578534,,,1.248529958,0.072853478,2102.770502,,,18956333,12519196.5,6683254.5,444914,18511419,51.94725538,9622092.125,27.00178073,17009869.14,47.73356469,18066812.4,50.69958806
Angola,30-05-2022,,,,,,75056.12245,25961.35714,,,,,0.072853478,2106.245643,,,19032132.14,12545157.86,6701542.143,454614.8571,18577517.29,,9595247.643,26.92644901,17050703,47.84815379,18132764.34,50.88466422
Angola,31-05-2022,,,,,,75179.95918,25961.35714,,,,,0.072853478,2109.720783,,,19107931.29,12571119.21,6719829.786,464315.7143,18643615.57,,9568403.161,26.85111728,17091536.86,47.96274289,18198716.29,51.06974038
Angola,01-06-2022,,,,,,75303.79592,25961.35714,,,,,0.072853478,2113.195924,,,19183730.43,12597080.57,6738117.429,474016.5714,18709713.86,,9541558.679,26.77578555,17132370.71,48.07733198,18248677.43,51.20994272
Angola,02-06-2022,,,,,,75427.63265,25961.35714,,,,,0.072853478,2116.671065,,,19259529.57,12623041.93,6756405.071,483717.4286,18775812.14,,9514714.196,26.70045382,17173204.57,48.19192108,18298638.57,51.35014506
Angola,03-06-2022,,,,,,75551.46939,25961.35714,,,,,0.072853478,2120.146205,,,19335328.71,12649003.29,6774692.714,493418.2857,18841910.43,,9487869.714,26.6251221,17210702.91,48.29714997,18348599.71,51.4903474
Angola,04-06-2022,,,,,,75675.30612,25961.35714,,,,,0.072853478,2123.621346,,,19411127.86,12674964.64,6792980.357,503119.1429,18908008.71,,9521018.357,26.71814473,17248201.26,48.40237885,18398560.86,51.63054974
Angola,05-06-2022,19486927,12700926,6811268,512820,,75799.14286,25961.35714,54.68475288,35.64168941,19.11396842,1.439089651,0.072853478,2127.096487,22855560.56,,19486927,12700926,6811268,512820,18974107,53.24566323,9554167,26.81116737,17285699.6,48.50760774,18448522,51.77075208
Angola,06-06-2022,,,,,,71162.44898,25332.64626,,,,,0.071089172,1996.980302,,,19530269.29,12722486.38,6826313.857,523506.3333,19006762.95,,9554858.786,26.81310868,17290741.09,48.5217553,18466026.29,51.81987309
Angola,07-06-2022,,,,,,66525.7551,24703.93537,,,,,0.069324866,1866.864118,,,19573611.57,12744046.76,6841359.714,534192.6667,19039418.9,,9555550.571,26.81504999,17295782.57,48.53590285,18483530.57,51.8689941
Angola,08-06-2022,,,,,,61889.06122,24075.22449,,,,,0.06756056,1736.747933,,,19616953.86,12765607.14,6856405.571,544879,19072074.86,,9498395.857,26.65466085,17300824.06,48.55005041,18501034.86,51.91811511
Angola,09-06-2022,,,,,,57252.36735,23446.51361,,,,,0.065796254,1606.631749,,,19660296.14,12787167.52,6871451.429,555565.3333,19104730.81,,9441241.143,26.49427171,17305865.54,48.56419797,18491021.64,51.89001575
Angola,10-06-2022,,,,,,52615.67347,22817.80272,,,,,0.064031948,1476.515564,,,19703638.43,12808727.9,6886497.286,566251.6667,19137386.76,,9384086.429,26.33388257,17310907.03,48.57834552,18481008.43,51.86191639
Angola,11-06-2022,,,,,,47978.97959,22189.09184,,,,,0.062267642,1346.39938,,,19746980.71,12830288.29,6901543.143,576938,19170042.71,,9346473.881,26.2283332,17315948.51,48.59249308,18506001.71,51.93205324
Angola,12-06-2022,,,,,,43342.28571,21560.38095,,,,,0.060503337,1216.283195,,,19790323,12851848.67,6916589,587624.3333,19202698.67,,9308861.333,26.12278383,17320990,48.60664063,18530995,52.00219009
Angola,13-06-2022,,,,,,43342.28571,21560.38095,,,,,0.060503337,1216.283195,,,19833665.29,12873409.05,6931634.857,598310.6667,19235354.62,,9271248.786,26.01723446,17320482.16,48.60521552,18555988.29,52.07232694
Angola,14-06-2022,,,,,,43342.28571,21560.38095,,,,,0.060503337,1216.283195,,,19877007.57,12894969.43,6946680.714,608997,19268010.57,,9233636.238,25.91168509,17319974.32,48.60379041,18580981.57,52.14246379
Angola,15-06-2022,,,,,,43342.28571,21560.38095,,,,,0.060503337,1216.283195,,,19920349.86,12916529.81,6961726.571,619683.3333,19300666.52,,9196023.69,25.80613572,17319466.48,48.6023653,18605974.86,52.21260064
Angola,16-06-2022,,,,,,43342.28571,21560.38095,,,,,0.060503337,1216.283195,,,19963692.14,12938090.19,6976772.429,630369.6667,19333322.48,,9158411.143,25.70058635,17318958.64,48.60094018,18636157.34,52.29729956
Angola,17-06-2022,,,,,,43342.28571,21560.38095,,,,,0.060503337,1216.283195,,,20007034.43,12959650.57,6991818.286,641056,19365978.43,,9156798.804,25.69606176,17318450.8,48.59951507,18666339.83,52.38199849
Angola,18-06-2022,,,,,,43342.28571,21560.38095,,,,,0.060503337,1216.283195,,,20050376.71,12981210.95,7006864.143,651742.3333,19398634.38,,9155186.464,25.69153717,17317942.96,48.59808996,18696522.31,52.46669741
Angola,19-06-2022,,,,,,43342.28571,21560.38095,,,,,0.060503337,1216.283195,,,20093719,13002771.33,7021910,662428.6667,19431290.33,,9153574.125,25.68701258,17317435.13,48.59666485,18726704.8,52.55139634
Angola,20-06-2022,,,,,,43342.28571,21560.38095,,,,,0.060503337,1216.283195,,,20137061.29,13024331.71,7036955.857,673115,19463946.29,,9151961.786,25.68248799,17316927.29,48.59523973,18756887.29,52.63609526
Angola,21-06-2022,,,,,,43342.28571,21560.38095,,,,,0.060503337,1216.283195,,,20180403.57,13045892.1,7052001.714,683801.3333,19496602.24,,9150349.446,25.6779634,17315412,48.5909875,18787098.32,52.72087431
Angola,22-06-2022,,,,,,43342.28571,21560.38095,,,,,0.060503337,1216.283195,,,20223745.86,13067452.48,7067047.571,694487.6667,19529258.19,,9148737.107,25.67343881,17313896.71,48.58673526,18817309.36,52.80565335
Angola,23-06-2022,,,,,,43342.28571,21560.38095,,,,,0.060503337,1216.283195,,,20267088.14,13089012.86,7082093.429,705174,19561914.14,,9147124.768,25.66891422,17312381.43,48.58248302,18847520.39,52.89043239
Angola,24-06-2022,,,,,,43342.28571,21560.38095,,,,,0.060503337,1216.283195,,,20310430.43,13110573.24,7097139.286,715860.3333,19594570.1,,9145512.429,25.66438962,17310866.14,48.57823079,18877731.43,52.97521144
Angola,25-06-2022,,,,,,43342.28571,21560.38095,,,,,0.060503337,1216.283195,,,20353772.71,13132133.62,7112185.143,726546.6667,19627226.05,,9124536.714,25.605527,17309350.86,48.57397855,18907175.46,53.0578381
Angola,26-06-2022,20397115,13153694,7127231,737233,,43342.28571,21560.38095,57.23894759,36.91225948,20.00063252,2.068843611,0.060503337,1216.283195,22466229.88,,20397115,13153694,7127231,737233,19659882,55.17010398,9103561,25.54666437,17307835.57,48.56972631,18936619.5,53.14046477
Angola,27-06-2022,,,,,,43370.93878,20956.4898,,,,,0.058808681,1217.087265,,,20440657.86,13171027.14,7141421.571,747476.7143,19693181.14,,9082785.857,25.48836459,17306520.86,48.56603693,18966264.11,53.22365429
Angola,28-06-2022,,,,,,43399.59184,20352.59864,,,,,0.057114025,1217.891335,,,20484200.71,13188360.29,7155612.143,757720.4286,19726480.29,,9062010.714,25.43006481,17271685.38,48.46828065,18995908.71,53.3068438
Angola,29-06-2022,,,,,,43428.2449,19748.70748,,,,,0.055419369,1218.695405,,,20527743.57,13205693.43,7169802.714,767964.1429,19759779.43,,9041235.571,25.37176503,17236849.9,48.37052437,19035856.14,53.41894538
Angola,30-06-2022,,,,,,43456.89796,19144.81633,,,,,0.053724712,1219.499476,,,20571286.43,13223026.57,7183993.286,778207.8571,19793078.57,,9020460.429,25.31346525,17202014.43,48.2727681,19075803.57,53.53104696
Angola,01-07-2022,,,,,,43485.55102,18540.92517,,,,,0.052030056,1220.303546,,,20614829.29,13240359.71,7198183.857,788451.5714,19826377.71,,8999685.286,25.25516547,17167178.95,48.17501182,19115751,53.64314853
Angola,02-07-2022,,,,,,43514.20408,17937.03401,,,,,0.0503354,1221.107616,,,20658372.14,13257692.86,7212374.429,798695.2857,19859676.86,,9017242.857,25.30443601,17132343.48,48.07725555,19155698.43,53.75525011
Angola,03-07-2022,20701915,13275026,7226565,808939,,43542.85714,17333.14286,58.09428577,37.25274469,20.27938634,2.270066969,0.048640744,1221.911686,22366110.93,,20701915,13275026,7226565,808939,19892976,55.8242188,9034800.429,25.35370655,17097508,47.97949927,19195645.86,53.86735169
Angola,04-07-2022,,,,,,41383.16327,17233.57143,,,,,0.048361324,1161.30576,,,20730340,13291662.14,7238519.929,815910.2857,19914429.71,,9037240.143,25.36055294,17047554.67,47.83931885,19220475.43,53.93702912
Angola,05-07-2022,,,,,,39223.46939,17134,,,,,0.048081904,1100.699834,,,20758765,13308298.29,7250474.857,822881.5714,19935883.43,,9039679.857,25.36739934,16997601.33,47.69913842,19245305,54.00670655
Angola,06-07-2022,,,,,,37063.77551,17034.42857,,,,,0.047802484,1040.093907,,,20787190,13324934.43,7262429.786,829852.8571,19957337.14,,9042119.571,25.37424573,16947648,47.558958,19267338.43,54.06853736
Angola,07-07-2022,,,,,,34904.08163,16934.85714,,,,,0.047523064,979.4879811,,,20815615,13341570.57,7274384.714,836824.1429,19978790.86,,9044559.286,25.38109213,16897694.67,47.41877758,19289371.86,54.13036818
Angola,08-07-2022,,,,,,32744.38776,16835.28571,,,,,0.047243644,918.8820549,,,20844040,13358206.71,7286339.643,843795.4286,20000244.57,,9046999,25.38793852,16847741.33,47.27859715,19311405.29,54.192199
Angola,09-07-2022,,,,,,30584.69388,16735.71429,,,,,0.046964224,858.2761287,,,20872465,13374842.86,7298294.571,850766.7143,20021698.29,,8923999,25.04277252,16797788,47.13841673,19333438.71,54.25402981
Angola,10-07-2022,,,,,,28425,16636.14286,,,,,0.046684804,797.6702025,,,20900890,13391479,7310249.5,857738,20043152,,8800999,24.69760652,16763883.67,47.04327345,19355472.14,54.31586063
Angola,11-07-2022,,,,,,28425,16636.14286,,,,,0.046684804,797.6702025,,,20929315,13408115.14,7322204.429,864709.2857,20064605.71,,8760090.25,24.58280726,16729979.33,46.94813017,19377505.57,54.37769144
Angola,12-07-2022,,,,,,28425,16636.14286,,,,,0.046684804,797.6702025,,,20957740,13424751.29,7334159.357,871680.5714,20086059.43,,8719181.5,24.46800799,16696075,46.8529869,19399539,54.43952226
Angola,13-07-2022,,,,,,28425,16636.14286,,,,,0.046684804,797.6702025,,,20986165,13441387.43,7346114.286,878651.8571,20107513.14,,8678272.75,24.35320873,16662170.67,46.75784362,19423058.86,54.50552433
Angola,14-07-2022,,,,,,28425,16636.14286,,,,,0.046684804,797.6702025,,,21014590,13458023.57,7358069.214,885623.1429,20128966.86,,8637364,24.23840947,16628266.33,46.66270034,19446578.71,54.5715264
Angola,15-07-2022,,,,,,28425,16636.14286,,,,,0.046684804,797.6702025,,,21043015,13474659.71,7370024.143,892594.4286,20150420.57,,8509336,23.87913376,16594362,46.56755707,19470098.57,54.63752848
Angola,16-07-2022,,,,,,28425,16636.14286,,,,,0.046684804,797.6702025,,,21071440,13491295.86,7381979.071,899565.7143,20171874.29,,8381308,23.51985805,16428776,46.10288506,19493618.43,54.70353055
Angola,17-07-2022,21099865,13507932,7393934,906537,,28425,16636.14286,59.21102405,37.90633194,20.74906185,2.543949173,0.046684804,797.6702025,22175967.41,,21099865,13507932,7393934,906537,20193328,56.66707488,8270341.444,23.20846063,16263190,45.63821305,19517138.29,54.76953262
Angola,18-07-2022,,,,,,28918.79592,16950.79592,,,,,0.047567792,811.5272399,,,21131746.57,13526770.71,7406083.857,912002.7143,20219743.86,,8162831.46,22.90676314,16101060.57,45.18324097,19544114.71,54.84523462
Angola,19-07-2022,,,,,,29412.59184,17265.44898,,,,,0.04845078,825.3842774,,,21163628.14,13545609.43,7418233.714,917468.4286,20246159.71,,8055321.476,22.60506566,15938931.14,44.72826889,19571091.14,54.92093662
Angola,20-07-2022,,,,,,29906.38776,17580.10204,,,,,0.049333768,839.2413149,,,21195509.71,13564448.14,7430383.571,922934.1429,20272575.57,,7947811.492,22.30336817,15752618.71,44.20543381,19597137.91,54.99402979
Angola,21-07-2022,,,,,,30400.18367,17894.7551,,,,,0.050216756,853.0983524,,,21227391.29,13583286.86,7442533.429,928399.8571,20298991.43,,7840301.508,22.00167068,15566306.29,43.68259872,19623184.69,55.06712296
Angola,22-07-2022,,,,,,30893.97959,18209.40816,,,,,0.051099744,866.9553898,,,21259272.86,13602125.57,7454683.286,933865.5714,20325407.29,,7732791.524,21.69997319,15528407.11,43.576245,19649231.46,55.14021613
Angola,23-07-2022,,,,,,31387.77551,18524.06122,,,,,0.051982732,880.8124273,,,21291154.43,13620964.29,7466833.143,939331.2857,20351823.14,,7625281.54,21.39827571,15490507.93,43.46989128,19675278.23,55.2133093
Angola,24-07-2022,21323036,13639803,7478983,944797,,31881.57143,18838.71429,59.83729268,38.27639198,20.9877287,2.651315442,0.05286572,894.6694648,22065477.65,,21323036,13639803,7478983,944797,20378239,57.18597724,7517771.556,21.09657822,15452608.75,43.36353756,19701325,55.28640247
Angola,25-07-2022,,,,,,30391.60204,18890.84694,,,,,0.053012017,852.8575322,,,21344487.79,13659006.64,7490359.286,950728.5,20393759.29,,7399831.786,20.76561238,15404279.79,43.22791548,19716941.99,55.33022729
Angola,26-07-2022,,,,,,28901.63265,18942.97959,,,,,0.053158313,811.0455997,,,21365939.57,13678210.29,7501735.571,956660,20409279.57,,7292527.771,20.46449289,15313726.07,42.97380115,19732558.97,55.3740521
Angola,27-07-2022,,,,,,27411.66327,18995.11224,,,,,0.053304609,769.2336671,,,21387391.36,13697413.93,7513111.857,962591.5,20424799.86,,7185223.757,20.1633734,15223172.36,42.71968681,19748175.96,55.41787692
Angola,28-07-2022,,,,,,25921.69388,19047.2449,,,,,0.053450905,727.4217345,,,21408843.14,13716617.57,7524488.143,968523,20440320.14,,7077919.743,19.86225391,15175523.29,42.58597267,19763792.94,55.46170174
Angola,29-07-2022,,,,,,24431.72449,19099.37755,,,,,0.053597201,685.609802,,,21430294.93,13735821.21,7535864.429,974454.5,20455840.43,,6970615.729,19.56113442,15127874.21,42.45225853,19779409.93,55.50552655
Angola,30-07-2022,,,,,,22941.7551,19151.5102,,,,,0.053743497,643.7978694,,,21451746.71,13755024.86,7547240.714,980386,20471360.71,,6863311.714,19.26001493,15080225.14,42.31854439,19795026.91,55.54935137
Angola,31-07-2022,,,,,,21451.78571,19203.64286,,,,,0.053889793,601.9859368,,,21473198.5,13774228.5,7558617,986317.5,20486881,,6794539.1,19.06702332,15032576.07,42.18483025,19810643.9,55.59317619
Angola,01-08-2022,,,,,,21451.78571,19203.64286,,,,,0.053889793,601.9859368,,,21494650.29,13793432.14,7569993.286,992249,20502401.29,,6725766.486,18.87403171,14984927,42.05111611,19826260.89,55.637001
Angola,02-08-2022,,,,,,21451.78571,19203.64286,,,,,0.053889793,601.9859368,,,21516102.07,13812635.79,7581369.571,998180.5,20517921.57,,6656993.871,18.6810401,14937277.93,41.91740197,19841877.87,55.68082582
Angola,03-08-2022,,,,,,21451.78571,19203.64286,,,,,0.053889793,601.9859368,,,21537553.86,13831839.43,7592745.857,1004112,20533441.86,,6588221.257,18.48804849,14889628.86,41.78368783,19857494.86,55.72465064
Angola,04-08-2022,,,,,,21451.78571,19203.64286,,,,,0.053889793,601.9859368,,,21559005.64,13851043.07,7604122.143,1010043.5,20548962.14,,6519448.643,18.29505688,14791272.44,41.50767734,19876358.48,55.77758625
Angola,05-08-2022,,,,,,21451.78571,19203.64286,,,,,0.053889793,601.9859368,,,21580457.43,13870246.71,7615498.429,1015975,20564482.43,,6474353,18.16850824,14692916.03,41.23166685,19895222.1,55.83052185
Angola,06-08-2022,,,,,,21451.78571,19203.64286,,,,,0.053889793,601.9859368,,,21601909.21,13889450.36,7626874.714,1021906.5,20580002.71,,6429257.357,18.04195961,14594559.61,40.95565637,19914085.71,55.88345746
Angola,07-08-2022,21623361,13908654,7638251,1027838,,21451.78571,19203.64286,60.68007299,39.03084908,21.43467096,2.88434739,0.053889793,601.9859368,21839389.13,,21623361,13908654,7638251,1027838,20595523,57.7957256,6384161.714,17.91541097,14496203.2,40.67964588,19932949.33,55.93639307
Angola,08-08-2022,,,,,,25904.32653,19095.57143,,,,,0.05358652,726.9343672,,,21675980.57,13927101.14,7649008.571,1033362.143,20642618.43,,6370233.857,17.87632623,14429014.57,40.4910993,19982980.74,56.07679258
Angola,09-08-2022,,,,,,30356.86735,18987.5,,,,,0.053283247,851.8827976,,,21728600.14,13945548.29,7659766.143,1038886.286,20689713.86,,6356306,17.83724149,14341755.39,40.24623018,20033012.14,56.21719209
Angola,10-08-2022,,,,,,34809.40816,18879.42857,,,,,0.052979974,976.8312281,,,21781219.71,13963995.43,7670523.714,1044410.429,20736809.29,,6342378.143,17.79815675,14254496.21,40.00136106,20081074.57,56.35206621
Angola,11-08-2022,,,,,,39261.94898,18771.35714,,,,,0.052676701,1101.779658,,,21833839.29,13982442.57,7681281.286,1049934.571,20783904.71,,6328450.286,17.75907202,14167237.04,39.75649194,20129137,56.48694032
Angola,12-08-2022,,,,,,43714.4898,18663.28571,,,,,0.052373428,1226.728089,,,21886458.86,14000889.71,7692038.857,1055458.714,20831000.14,,6314957.19,17.72120732,14079977.86,39.51162283,20177199.43,56.62181444
Angola,13-08-2022,,,,,,48167.03061,18555.21429,,,,,0.052070155,1351.676519,,,21939078.43,14019336.86,7702796.429,1060982.857,20878095.57,,6301464.095,17.68334262,14071811.71,39.48870677,20225261.86,56.75668855
Angola,14-08-2022,21991698,14037784,7713554,1066507,,52619.57143,18447.14286,61.71371045,39.39321726,21.64598832,2.992861406,0.051766882,1476.62495,21731640.37,,21991698,14037784,7713554,1066507,20925191,58.72084905,6287971,17.64547793,14063645.57,39.46579071,20273324.29,56.89156267
Angola,15-08-2022,,,,,,47731.97959,17424.12245,,,,,0.048896054,1339.467997,,,22010104.43,14049070,7719427.286,1070029.643,20940074.79,,6240264.762,17.51160336,14021266.29,39.34686479,20287173.57,56.93042691
Angola,16-08-2022,,,,,,42844.38776,16401.10204,,,,,0.046025226,1202.311045,,,22028510.86,14060356,7725300.571,1073552.286,20954958.57,,6192558.524,17.3777288,13978887,39.22793887,20301022.86,56.96929116
Angola,17-08-2022,,,,,,37956.79592,15378.08163,,,,,0.043154398,1065.154093,,,22046917.29,14071642,7731173.857,1077074.929,20969842.36,,6144852.286,17.24385424,13936507.71,39.10901295,20312783.04,57.0022929
Angola,18-08-2022,,,,,,33069.20408,14355.06122,,,,,0.040283569,927.9971404,,,22065323.71,14082928,7737047.143,1080597.571,20984726.14,,6112181.429,17.15217238,13894128.43,38.99008702,20324543.21,57.03529464
Angola,19-08-2022,,,,,,28181.61224,13332.04082,,,,,0.037412741,790.8401881,,,22083730.14,14094214,7742920.429,1084120.214,20999609.93,,6079510.571,17.06049051,13851749.14,38.8711611,20336303.39,57.06829638
Angola,20-08-2022,,,,,,23294.02041,12309.02041,,,,,0.034541913,653.6832357,,,22102136.57,14105500,7748793.714,1087642.857,21014493.71,,6046839.714,16.96880865,13681396.24,38.39311208,20348063.57,57.10129811
Angola,21-08-2022,22120543,,,,,18406.42857,11286,62.07527885,,,,0.031671085,516.5262834,,,22120543,14116786,7754667,1091165.5,21029377.5,,6014168.857,16.87712679,13511043.33,37.91506305,20348971,57.10384457
Angola,22-08-2022,,,,,,17940.04082,11286,,,,,0.031671085,503.4383814,,,22135684.71,14128072,7760540.286,1094688.143,21040996.57,,5978233.286,16.7762834,13337425.71,37.42785249,20346613.71,57.09722949
Angola,23-08-2022,,,,,,17473.65306,11286,,,,,0.031671085,490.3504793,,,22150826.43,14139358,7766413.571,1098210.786,21052615.64,,5942297.714,16.67544,13276550.43,37.25702258,20344256.43,57.0906144
Angola,24-08-2022,,,,,,17007.26531,11286,,,,,0.031671085,477.2625773,,,22165968.14,14150644,7772286.857,1101733.429,21064234.71,,5906362.143,16.57459661,13215675.14,37.08619267,20341899.14,57.08399932
Angola,25-08-2022,,,,,,16540.87755,11286,,,,,0.031671085,464.1746753,,,22181109.86,14161930,7778160.143,1105256.071,21075853.79,,5874808.732,16.48605056,13154799.86,36.91536276,20339541.86,57.07738424
Angola,26-08-2022,,,,,,16074.4898,11286,,,,,0.031671085,451.0867733,,,22196251.57,14173216,7784033.429,1108778.714,21087472.86,,5843255.321,16.3975045,13067297.95,36.66981248,20319718.29,57.02175479
Angola,27-08-2022,,,,,,15608.10204,11286,,,,,0.031671085,437.9988712,,,22211393.29,14184502,7789906.714,1112301.357,21099091.93,,5811701.911,16.30895845,12979796.04,36.42426221,20299894.71,56.96612534
Angola,28-08-2022,22226535,14195788,7795780,1115824,,15141.71429,11286,62.37271653,39.83661245,21.8767332,3.131256134,0.031671085,424.9109692,21616398.85,,22226535,14195788,7795780,1115824,21110711,59.2414604,5780148.5,16.2204124,12892294.13,36.17871193,20280071.14,56.91049588
Angola,29-08-2022,,,,,,14418.79592,10184.77551,,,,,0.028580798,404.6242343,,,22236616.29,14199365.43,7798400.143,1116147.771,21120468.51,,5743534.661,16.11766563,12799731.79,35.91896093,20255187.14,56.84066571
Angola,30-08-2022,,,,,,13695.87755,9083.55102,,,,,0.025490512,384.3374994,,,22246697.57,14202942.86,7801020.286,1116471.543,21130226.03,,5706920.821,16.01491886,12707169.45,35.65920994,20230303.14,56.77083555
Angola,31-08-2022,,,,,,12972.95918,7982.326531,,,,,0.022400225,364.0507644,,,22256778.86,14206520.29,7803640.429,1116795.314,21139983.54,,5670306.982,15.9121721,12614607.11,35.39945895,20205419.14,56.70100538
Angola,01-09-2022,,,,,,12250.04082,6881.102041,,,,,0.019309939,343.7640295,,,22266860.14,14210097.71,7806260.571,1117119.086,21149741.06,,5633693.143,15.80942533,12522044.77,35.13970795,20180535.14,56.63117521
Angola,02-09-2022,,,,,,11527.12245,5779.877551,,,,,0.016219652,323.4772946,,,22276941.43,14213675.14,7808880.714,1117442.857,21159498.57,,5607603.095,15.73621072,12429482.43,34.87995696,20152315.63,56.55198483
Angola,03-09-2022,,,,,,10804.20408,4678.653061,,,,,0.013129365,303.1905596,,,22287022.71,14217252.57,7811500.857,1117766.629,21169256.09,,5581513.048,15.6629961,12396913.21,34.78856033,20124096.11,56.47279445
